,gender,age_category,credit_score,area,traffic_index,vehicle_age,vehicle_body,vehicle_value,claim_risk_cat,credit_score_cat
44650,0,4.0,669.0,3,61.6,2,10,5.335,1,2
44651,0,3.0,818.0,2,136.5,3,3,2.288,1,1
44652,1,5.0,822.0,3,66.1,4,10,1.342,1,1
44653,0,2.0,828.0,1,118.2,3,2,1.419,0,1
44654,1,4.0,512.0,2,142.5,4,9,0.374,0,0
44655,0,4.0,760.0,2,150.0,2,3,1.54,1,1
44656,0,5.0,813.0,2,126.0,3,9,1.738,1,1
44657,1,6.0,415.0,0,64.7,4,10,2.123,1,0
44658,1,1.0,547.0,2,136.5,4,12,1.826,0,0
44659,1,3.0,694.0,2,90.0,4,10,1.342,1,2
44660,0,3.0,336.0,2,126.0,1,3,1.474,0,0
44661,0,4.0,716.0,3,106.5,4,3,0.451,0,3
44662,0,4.0,662.0,0,99.8,3,10,4.4,1,2
44663,1,4.0,665.0,0,53.6,1,3,1.298,1,2
44664,0,3.0,731.0,1,120.1,4,3,0.605,1,3
44665,0,2.0,428.0,0,87.7,3,3,1.815,1,0
44666,1,3.0,401.0,0,69.6,4,3,0.924,0,0
44667,0,4.0,564.0,3,146.1,2,3,1.815,1,4
44668,0,4.0,801.0,1,100.9,2,6,2.948,1,1
44669,1,3.0,754.0,5,138.0,1,10,3.3,1,1
44670,0,6.0,796.0,2,138.0,1,3,2.354,1,1
44671,0,3.0,775.0,1,102.2,2,3,1.914,1,1
44672,1,4.0,757.0,0,97.8,2,3,1.881,1,1
44673,1,5.0,735.0,2,129.0,4,6,1.111,1,3
44674,0,3.0,761.0,1,147.9,2,9,2.178,1,1
44675,1,4.0,688.0,0,77.3,3,10,4.4,0,0
44676,0,3.0,668.0,0,97.5,4,9,0.748,1,0
44677,1,1.0,730.0,1,139.2,2,3,1.98,0,3
44678,1,4.0,673.0,1,87.4,4,9,0.484,1,2
44679,0,6.0,781.0,1,129.7,2,9,1.32,1,1
44680,1,4.0,752.0,1,120.1,4,10,1.947,1,1
44681,0,4.0,652.0,2,130.5,3,9,1.276,1,2
44682,1,4.0,312.0,2,141.0,4,12,0.858,1,0
44683,1,3.0,795.0,3,69.2,3,9,1.166,0,1
44684,1,2.0,607.0,1,127.2,3,3,1.067,1,4
44685,1,3.0,774.0,2,136.5,2,10,1.694,1,1
44686,1,3.0,691.0,0,68.1,3,10,3.179,1,2
44687,0,2.0,620.0,4,49.5,2,3,1.144,1,0
44688,1,4.0,304.0,2,88.5,2,12,3.718,0,0
44689,0,4.0,612.0,1,120.1,3,9,1.606,1,4
44690,1,1.0,515.0,4,43.5,4,9,0.594,0,0
44691,1,4.0,700.0,4,103.5,2,11,2.64,1,3
44692,0,1.0,767.0,0,56.5,2,3,1.342,1,1
44693,0,4.0,842.0,0,86.9,4,3,0.506,1,1
44694,0,3.0,730.0,1,77.6,2,3,1.793,1,3
44695,1,4.0,604.0,0,80.1,2,9,2.706,1,4
44696,0,3.0,668.0,4,42.0,4,3,0.407,1,0
44697,0,5.0,709.0,1,135.2,2,9,1.914,1,3
44698,0,6.0,838.0,2,120.0,3,3,1.309,1,1
44699,0,4.0,748.0,2,103.5,3,10,3.652,1,3
44700,0,2.0,736.0,5,154.0,4,12,1.155,1,3
44701,0,1.0,610.0,2,130.5,2,9,1.881,1,4
44702,1,2.0,812.0,0,67.3,1,3,1.65,1,1
44703,1,2.0,687.0,1,113.1,1,9,2.552,1,2
44704,0,6.0,828.0,2,117.0,1,3,1.9789,1,1
44705,1,2.0,515.0,2,141.0,1,3,1.485,0,0
44706,1,3.0,693.0,1,102.2,4,6,0.561,1,2
44707,1,2.0,436.0,0,84.0,4,10,1.309,0,0
44708,1,2.0,532.0,0,80.1,2,9,1.716,0,0
44709,0,1.0,689.0,3,51.7,3,9,1.287,0,2
44710,0,3.0,647.0,3,98.4,1,3,1.584,1,4
44711,1,4.0,790.0,1,138.3,4,7,0.759,1,1
44712,0,3.0,722.0,3,101.1,3,10,2.42,1,3
44713,0,3.0,707.0,2,138.0,1,3,1.7039,1,3
44714,0,3.0,656.0,0,59.4,4,9,0.55,1,2
44715,1,6.0,504.0,1,127.9,3,3,0.88,1,0
44716,0,6.0,365.0,0,84.7,3,9,1.254,1,0
44717,0,4.0,624.0,0,76.3,4,3,0.902,1,4
44718,1,5.0,584.0,0,99.1,3,4,3.201,1,4
44719,1,1.0,607.0,5,76.0,2,12,2.915,1,0
44720,0,3.0,633.0,4,24.0,1,9,2.948,1,4
44721,0,2.0,323.0,1,139.1,2,10,3.96,0,0
44722,0,3.0,844.0,0,77.8,3,3,1.012,1,1
44723,0,5.0,751.0,1,87.8,2,3,1.925,1,1
44724,1,4.0,717.0,2,136.5,1,3,1.518,1,3
44725,0,4.0,832.0,2,130.5,4,6,2.233,1,1
44726,0,2.0,597.0,0,99.2,3,10,3.311,1,4
44727,1,3.0,633.0,0,100.9,3,10,3.025,1,4
44728,0,6.0,521.0,1,129.8,3,9,1.254,0,0
44729,1,4.0,848.0,0,80.1,4,9,0.858,1,1
44730,0,4.0,642.0,0,69.6,2,3,1.936,1,4
44731,0,4.0,817.0,1,122.8,3,3,1.639,1,1
44732,1,1.0,654.0,3,79.6,2,10,3.476,0,2
44733,0,3.0,604.0,0,88.0,3,3,1.903,1,4
44734,0,4.0,726.0,2,145.5,3,12,2.475,0,3
44735,1,5.0,466.0,2,150.0,2,9,2.398,0,0
44736,1,4.0,818.0,0,105.4,3,3,1.155,1,1
44737,1,4.0,655.0,3,112.6,3,10,2.805,1,2
44738,0,4.0,642.0,2,150.0,2,3,1.254,1,4
44739,1,5.0,733.0,0,63.1,1,10,6.974,1,3
44740,0,3.0,808.0,2,133.5,2,3,1.628,1,1
44741,0,3.0,567.0,3,44.6,4,4,2.046,1,4
44742,0,5.0,778.0,2,133.5,2,3,1.661,1,1
44743,0,2.0,351.0,4,45.0,3,12,2.431,1,0
44744,1,3.0,348.0,0,80.6,3,4,3.509,1,0
44745,1,4.0,698.0,3,112.1,4,10,0.869,0,2
44746,0,6.0,825.0,3,145.4,1,3,1.496,1,1
44747,0,2.0,846.0,3,121.4,2,10,4.103,1,1
44748,0,4.0,688.0,0,53.3,4,9,0.847,1,0
44749,1,6.0,738.0,0,62.1,3,3,1.232,1,3
44750,0,4.0,543.0,3,82.9,3,11,3.058,0,0
44751,1,3.0,649.0,0,77.1,2,9,2.288,1,4
44752,0,5.0,731.0,2,120.0,2,3,2.277,1,3
44753,1,4.0,826.0,1,141.9,1,10,4.884,0,1
44754,1,2.0,620.0,0,56.5,1,12,3.949,1,0
44755,1,3.0,688.0,2,147.0,3,4,2.563,1,2
44756,0,1.0,742.0,0,80.1,2,9,1.804,1,3
44757,0,3.0,653.0,4,18.0,3,12,2.354,1,2
44758,0,2.0,643.0,1,118.2,4,9,0.572,1,4
44759,0,6.0,746.0,3,130.4,3,9,1.188,1,3
44760,1,2.0,620.0,5,160.0,3,10,2.706,0,0
44761,1,4.0,668.0,0,99.2,3,9,1.397,1,2
44762,0,6.0,567.0,3,170.8,2,10,3.597,1,4
44763,0,4.0,755.0,4,57.0,2,9,2.123,1,1
44764,0,3.0,664.0,0,57.4,2,3,2.189,1,2
44765,1,5.0,725.0,2,148.5,2,10,2.442,1,3
44766,0,4.0,798.0,1,142.7,1,9,2.948,1,1
44767,1,5.0,837.0,2,102.0,2,9,2.266,1,1
44768,0,4.0,563.0,1,112.6,4,9,1.023,1,4
44769,0,2.0,623.0,1,116.6,3,3,1.287,1,4
44770,1,6.0,578.0,2,135.0,4,3,0.781,0,4
44771,1,3.0,575.0,5,116.0,3,10,2.816,0,4
44772,0,4.0,637.0,3,124.6,4,9,1.177,1,4
44773,0,3.0,684.0,1,103.0,2,9,1.65,1,2
44774,1,5.0,710.0,0,80.1,4,6,1.628,0,3
44775,0,4.0,596.0,0,91.2,4,3,0.616,1,4
44776,0,3.0,606.0,4,58.5,3,9,1.342,1,4
44777,0,5.0,780.0,2,148.5,4,3,0.418,1,1
44778,0,3.0,684.0,1,152.8,3,3,0.792,1,2
44779,1,4.0,739.0,5,124.0,1,10,3.014,1,3
44780,1,6.0,461.0,0,83.8,3,3,0.869,0,0
44781,0,3.0,827.0,2,147.0,2,9,2.046,1,1
44782,1,3.0,732.0,1,119.5,3,12,1.837,1,3
44783,1,5.0,552.0,1,131.6,1,7,2.497,1,4
44784,1,1.0,769.0,0,98.0,4,11,1.485,1,1
44785,0,4.0,663.0,0,76.2,2,3,2.508,1,2
44786,0,3.0,611.0,3,84.3,4,3,0.902,1,4
44787,0,2.0,526.0,3,130.3,4,10,0.0,1,0
44788,0,2.0,498.0,0,67.4,1,9,2.882,0,0
44789,0,4.0,698.0,4,43.5,2,3,1.144,1,2
44790,0,4.0,756.0,1,102.6,2,3,1.287,1,1
44791,0,2.0,682.0,2,126.0,2,9,2.046,1,2
44792,0,2.0,620.0,1,128.2,4,3,0.594,1,0
44793,0,3.0,709.0,3,61.2,4,9,0.781,0,3
44794,0,4.0,698.0,2,127.5,2,3,1.43,1,2
44795,0,3.0,813.0,4,55.5,3,10,3.3,1,1
44796,0,3.0,769.0,1,120.1,2,3,2.112,1,1
44797,0,3.0,747.0,1,116.3,2,9,1.771,1,3
44798,1,4.0,787.0,2,148.5,3,9,1.815,1,1
44799,0,2.0,610.0,2,133.5,2,10,2.343,1,4
44800,1,2.0,382.0,3,98.5,2,12,3.41,0,0
44801,1,2.0,619.0,2,123.0,2,9,2.068,1,4
44802,1,3.0,325.0,4,51.0,2,11,4.125,1,0
44803,0,3.0,685.0,0,79.3,3,1,7.711,1,2
44804,0,4.0,736.0,3,159.1,3,3,0.792,1,3
44805,0,5.0,772.0,4,43.5,3,12,1.32,1,1
44806,0,2.0,655.0,0,88.6,4,3,0.759,1,2
44807,1,6.0,343.0,2,114.0,4,6,0.682,0,0
44808,1,2.0,800.0,1,136.5,2,3,1.826,1,1
44809,1,3.0,743.0,2,144.0,1,7,2.024,1,3
44810,1,4.0,846.0,0,105.8,2,9,1.958,1,1
44811,1,1.0,554.0,5,78.0,4,3,0.539,0,4
44812,1,4.0,594.0,2,142.5,4,7,0.627,1,4
44813,0,2.0,654.0,0,60.3,4,9,0.484,1,2
44814,1,4.0,772.0,2,133.5,3,9,1.386,1,1
44815,1,5.0,770.0,2,136.5,2,3,1.331,1,1
44816,0,5.0,765.0,2,129.0,4,10,2.86,1,1
44817,0,4.0,558.0,3,115.6,1,3,2.134,1,4
44818,1,1.0,603.0,5,134.0,2,12,3.608,0,4
44819,1,3.0,844.0,0,92.7,4,9,1.045,1,1
44820,1,1.0,546.0,0,78.5,1,3,2.761,1,0
44821,0,3.0,610.0,4,45.0,3,12,1.771,1,4
44822,1,1.0,692.0,2,144.0,4,10,2.365,0,2
44823,0,2.0,435.0,0,116.7,2,10,3.707,0,0
44824,0,4.0,773.0,2,94.5,4,6,1.848,1,1
44825,0,2.0,620.0,2,121.5,2,10,2.222,1,0
44826,1,4.0,555.0,0,81.6,3,12,3.003,0,4
44827,1,4.0,811.0,4,72.0,4,12,1.474,1,1
44828,1,4.0,729.0,2,144.0,2,3,2.079,0,3
44829,1,4.0,448.0,0,78.7,1,3,2.013,1,0
44830,0,6.0,843.0,2,123.0,3,9,1.254,1,1
44831,0,4.0,751.0,3,87.4,2,9,1.551,1,1
44832,0,3.0,620.0,2,109.5,4,3,1.166,1,4
44833,0,6.0,422.0,2,88.5,4,3,0.242,0,0
44834,1,3.0,615.0,0,49.6,2,3,1.705,1,4
44835,0,2.0,313.0,0,102.3,3,3,0.979,1,0
44836,0,3.0,356.0,0,88.4,2,10,3.421,1,0
44837,1,6.0,830.0,3,126.7,4,9,0.396,1,1
44838,1,4.0,352.0,2,139.5,3,9,1.309,0,0
44839,0,3.0,666.0,3,38.1,3,3,0.968,1,2
44840,1,3.0,644.0,0,77.3,2,10,4.312,1,4
44841,0,4.0,769.0,2,136.5,3,3,1.265,1,1
44842,0,2.0,807.0,3,109.5,3,9,1.155,1,1
44843,0,2.0,671.0,2,145.5,4,3,0.429,1,2
44844,0,5.0,792.0,0,47.8,4,3,0.814,1,1
44845,1,6.0,834.0,1,157.0,3,9,1.474,1,1
44846,1,4.0,638.0,4,31.5,3,12,2.354,1,4
44847,0,3.0,355.0,0,80.1,1,9,2.673,1,0
44848,0,1.0,472.0,2,141.0,4,10,1.672,0,0
44849,0,6.0,841.0,2,139.5,1,3,1.408,0,1
44850,0,2.0,476.0,1,126.1,2,9,1.595,0,0
44851,1,2.0,816.0,2,112.5,4,3,0.704,1,1
44852,0,4.0,825.0,2,108.0,4,3,0.484,1,1
44853,0,1.0,844.0,4,13.5,2,3,1.43,1,1
44854,0,3.0,843.0,3,81.4,1,3,1.672,1,1
44855,0,4.0,624.0,2,66.0,3,9,1.584,1,4
44856,1,5.0,726.0,4,27.0,2,4,4.158,1,3
44857,1,3.0,739.0,0,82.4,1,3,2.541,1,3
44858,0,4.0,732.0,2,145.5,2,10,4.356,0,3
44859,0,4.0,664.0,0,75.0,2,3,2.057,1,2
44860,1,2.0,336.0,5,124.0,3,9,1.573,0,0
44861,0,4.0,693.0,2,133.5,4,3,0.836,1,2
44862,0,4.0,652.0,5,92.0,2,10,3.938,1,2
44863,0,5.0,848.0,1,124.6,3,9,1.353,1,1
44864,0,2.0,626.0,2,147.0,1,3,2.013,1,4
44865,1,2.0,606.0,4,54.0,2,11,3.74,1,4
44866,1,5.0,833.0,2,93.0,3,9,1.419,1,1
44867,0,4.0,833.0,5,116.0,3,10,2.981,1,1
44868,0,2.0,723.0,2,54.0,4,3,0.561,1,3
44869,0,2.0,662.0,3,116.7,4,10,2.189,1,2
44870,0,3.0,638.0,3,74.0,3,3,1.177,0,4
44871,0,5.0,750.0,2,112.5,2,9,2.156,1,1
44872,1,2.0,337.0,0,87.4,3,7,2.321,1,0
44873,1,4.0,832.0,0,80.1,2,12,1.738,1,1
44874,1,1.0,322.0,5,96.0,2,10,5.049,0,0
44875,1,4.0,339.0,5,102.0,3,3,1.661,1,0
44876,0,2.0,620.0,2,139.5,2,10,4.521,0,0
44877,0,5.0,822.0,0,89.5,3,9,1.881,1,1
44878,0,4.0,728.0,1,123.8,4,9,0.506,1,3
44879,1,1.0,600.0,1,106.8,3,12,1.221,0,4
44880,1,3.0,845.0,4,46.5,3,10,2.882,1,1
44881,0,3.0,729.0,3,130.2,3,9,1.067,1,3
44882,0,4.0,653.0,2,129.0,2,10,5.973,0,2
44883,1,2.0,620.0,1,109.1,3,11,1.243,1,0
44884,0,6.0,817.0,2,123.0,1,9,2.684,1,1
44885,0,2.0,708.0,0,61.0,4,10,1.925,1,3
44886,0,2.0,772.0,3,114.2,4,9,0.946,1,1
44887,0,2.0,499.0,1,114.9,3,9,1.177,1,0
44888,0,5.0,708.0,2,144.0,3,3,1.826,1,3
44889,0,2.0,620.0,1,153.4,4,6,0.803,1,0
44890,0,2.0,512.0,0,93.2,3,9,0.891,1,0
44891,0,2.0,620.0,1,89.8,2,10,3.124,1,0
44892,1,1.0,696.0,1,135.6,1,11,2.992,1,2
44893,0,4.0,789.0,3,144.8,1,10,5.137,1,1
44894,1,5.0,830.0,3,72.0,4,11,0.869,1,1
44895,1,3.0,819.0,2,142.5,4,6,1.958,1,1
44896,1,3.0,661.0,2,123.0,4,2,1.705,1,2
44897,1,2.0,772.0,0,92.0,1,9,2.145,1,1
44898,0,4.0,812.0,0,83.7,1,3,1.408,1,1
44899,1,2.0,427.0,2,97.5,4,12,1.045,0,0
44900,0,3.0,656.0,4,39.0,3,10,2.662,1,2
44901,1,1.0,607.0,2,133.5,1,10,3.256,1,0
44902,1,4.0,798.0,0,58.4,4,3,0.968,1,1
44903,0,6.0,689.0,0,68.6,2,9,2.145,1,2
44904,1,3.0,740.0,3,114.1,1,12,4.246,1,3
44905,0,6.0,848.0,0,44.8,4,3,0.583,1,1
44906,0,3.0,668.0,0,101.7,4,10,2.123,1,0
44907,0,2.0,591.0,4,52.5,2,3,1.1,1,4
44908,0,2.0,813.0,2,123.0,3,10,2.189,1,1
44909,1,4.0,844.0,2,133.5,4,9,0.869,1,1
44910,1,6.0,832.0,1,124.6,4,3,0.407,1,1
44911,0,3.0,602.0,4,18.0,4,10,1.595,1,4
44912,0,3.0,645.0,3,143.6,1,10,3.212,1,4
44913,0,3.0,637.0,4,45.0,2,9,1.826,1,4
44914,0,5.0,646.0,0,71.2,3,10,3.19,1,4
44915,0,5.0,652.0,1,117.2,1,9,2.332,1,2
44916,1,2.0,694.0,1,144.3,2,3,1.507,1,2
44917,1,2.0,669.0,5,92.0,4,10,1.463,0,2
44918,1,4.0,344.0,2,133.5,2,11,1.375,1,0
44919,1,2.0,620.0,3,100.8,3,9,1.738,0,0
44920,1,4.0,688.0,2,141.0,2,9,6.325,0,0
44921,0,5.0,805.0,5,106.0,4,10,1.716,1,1
44922,1,2.0,732.0,2,99.0,1,10,3.146,1,3
44923,1,5.0,435.0,2,133.5,4,10,0.484,0,0
44924,1,4.0,814.0,0,84.4,4,2,1.496,1,1
44925,1,3.0,755.0,1,124.1,3,9,1.309,1,1
44926,0,2.0,554.0,0,67.9,1,3,1.881,1,4
44927,0,6.0,733.0,2,150.0,1,9,2.233,1,3
44928,0,4.0,673.0,0,82.6,2,9,6.369,1,2
44929,0,6.0,797.0,2,138.0,1,3,1.947,1,1
44930,0,2.0,583.0,2,142.5,3,9,1.177,1,4
44931,0,2.0,778.0,1,117.3,3,4,1.991,1,1
44932,0,4.0,753.0,3,137.9,4,3,0.539,1,1
44933,0,3.0,606.0,0,89.5,2,9,1.936,1,4
44934,0,4.0,824.0,2,112.5,3,11,1.287,1,1
44935,0,2.0,680.0,2,133.5,1,3,1.386,1,2
44936,1,6.0,624.0,1,106.8,4,9,0.319,0,4
44937,0,3.0,505.0,2,147.0,4,9,0.748,0,0
44938,1,6.0,826.0,3,98.2,4,9,0.946,1,1
44939,0,2.0,657.0,1,113.3,2,3,1.54,1,2
44940,0,2.0,817.0,0,66.4,3,3,2.233,1,1
44941,0,4.0,736.0,2,117.0,1,3,2.541,1,3
44942,1,3.0,672.0,0,40.4,1,9,2.6224,1,2
44943,0,2.0,672.0,2,141.0,1,3,1.485,1,2
44944,1,4.0,803.0,0,69.2,2,3,1.793,0,1
44945,1,4.0,835.0,4,24.0,2,11,2.585,1,1
44946,0,5.0,841.0,2,109.5,4,3,0.693,1,1
44947,0,4.0,630.0,3,75.3,3,3,1.639,1,4
44948,1,6.0,619.0,0,58.8,3,9,1.144,1,4
44949,1,4.0,836.0,4,19.5,1,9,2.75,1,1
44950,0,1.0,525.0,0,64.6,1,3,1.7149,1,0
44951,0,5.0,777.0,0,85.3,1,10,2.97,1,1
44952,1,3.0,843.0,0,80.1,4,10,1.309,1,1
44953,0,4.0,775.0,0,45.2,2,9,1.947,1,1
44954,0,4.0,837.0,1,110.8,4,9,0.825,1,1
44955,1,4.0,731.0,2,150.0,3,10,2.09,1,3
44956,0,2.0,499.0,2,144.0,2,9,1.738,0,0
44957,0,2.0,786.0,2,145.5,4,3,0.803,1,1
44958,0,1.0,386.0,0,39.2,2,3,1.243,1,0
44959,1,3.0,621.0,0,96.6,2,3,1.232,1,4
44960,1,4.0,559.0,0,81.1,4,2,1.375,1,4
44961,1,4.0,722.0,2,118.5,4,9,1.254,1,3
44962,0,3.0,721.0,2,106.5,3,3,0.858,1,3
44963,0,2.0,669.0,3,85.4,2,9,1.562,1,2
44964,1,4.0,637.0,0,62.5,4,10,1.683,0,4
44965,0,5.0,827.0,0,56.1,3,12,1.397,1,1
44966,0,4.0,793.0,2,136.5,4,3,0.748,1,1
44967,0,6.0,730.0,3,0.0,3,3,0.858,1,3
44968,0,3.0,521.0,0,75.2,4,9,0.77,0,0
44969,1,2.0,714.0,3,98.0,4,12,1.804,1,3
44970,0,2.0,672.0,3,89.2,3,9,1.078,1,2
44971,0,4.0,516.0,5,124.0,3,9,1.287,1,0
44972,1,4.0,647.0,2,133.5,1,9,2.178,1,4
44973,0,6.0,453.0,0,111.2,1,9,2.09,1,0
44974,1,4.0,718.0,2,133.5,2,10,4.851,1,3
44975,0,4.0,709.0,1,111.6,2,9,1.628,1,3
44976,0,4.0,800.0,1,120.1,2,3,1.364,1,1
44977,1,1.0,319.0,0,81.3,1,9,2.717,0,0
44978,0,3.0,644.0,3,110.1,3,9,1.419,0,4
44979,1,4.0,688.0,3,98.0,3,9,1.419,1,2
44980,0,1.0,348.0,0,103.9,2,3,1.496,0,0
44981,0,2.0,758.0,2,94.5,2,9,2.937,1,1
44982,0,4.0,670.0,5,156.0,4,10,0.0,1,2
44983,0,6.0,819.0,2,135.0,3,3,1.012,1,1
44984,0,4.0,628.0,1,124.9,2,9,1.98,1,4
44985,0,2.0,487.0,2,106.5,2,3,1.353,1,0
44986,0,4.0,740.0,5,82.0,1,10,3.4419,1,3
44987,0,2.0,578.0,2,142.5,1,10,5.181,1,4
44988,1,3.0,672.0,2,147.0,4,12,0.693,1,2
44989,1,4.0,673.0,3,97.1,2,11,2.651,1,2
44990,1,6.0,847.0,1,103.7,1,3,1.507,1,1
44991,1,2.0,468.0,1,148.1,2,3,2.112,1,0
44992,1,5.0,716.0,1,101.7,4,10,1.65,1,3
44993,1,5.0,687.0,4,64.5,1,12,4.2724,1,2
44994,0,5.0,783.0,1,137.7,4,9,0.561,1,1
44995,1,5.0,849.0,0,61.0,1,9,2.42,1,1
44996,0,2.0,620.0,2,124.5,4,3,0.561,0,0
44997,0,3.0,668.0,5,136.0,2,10,4.114,1,0
44998,0,2.0,664.0,2,73.5,2,9,1.639,0,2
44999,0,2.0,572.0,2,138.0,3,3,1.056,1,4
45000,1,4.0,776.0,4,76.5,4,9,1.001,0,1
45001,0,2.0,620.0,2,135.0,3,3,0.715,0,0
45002,1,4.0,596.0,1,100.9,1,3,1.595,1,4
45003,0,3.0,399.0,1,128.1,3,9,1.122,1,0
45004,0,5.0,804.0,0,126.7,3,3,0.748,1,1
45005,1,5.0,678.0,2,135.0,1,12,4.136,1,2
45006,0,6.0,846.0,3,85.4,4,9,0.429,1,1
45007,0,4.0,829.0,3,34.9,3,9,1.364,1,1
45008,0,2.0,339.0,2,129.0,1,10,6.0489,1,0
45009,1,3.0,798.0,2,109.5,2,3,1.518,1,1
45010,0,4.0,674.0,0,50.3,1,3,1.87,1,2
45011,0,6.0,813.0,0,80.1,2,3,1.122,1,1
45012,0,3.0,617.0,3,83.6,1,9,2.024,1,4
45013,1,2.0,601.0,1,165.8,4,12,0.814,1,4
45014,1,6.0,846.0,0,80.2,2,5,4.389,1,1
45015,1,3.0,651.0,0,53.9,3,3,0.924,0,2
45016,1,3.0,445.0,1,97.8,4,3,0.77,1,0
45017,0,4.0,817.0,1,104.3,4,9,1.177,1,1
45018,0,3.0,754.0,3,78.3,1,9,2.4739,1,1
45019,0,2.0,669.0,2,133.5,2,3,1.914,1,2
45020,1,2.0,530.0,1,103.1,2,10,3.597,1,0
45021,0,3.0,698.0,3,107.1,2,9,1.771,0,2
45022,0,4.0,844.0,2,132.0,3,9,0.869,1,1
45023,0,4.0,480.0,4,60.0,2,3,1.276,0,0
45024,0,2.0,636.0,0,79.0,4,9,0.99,1,4
45025,0,2.0,587.0,0,88.1,3,10,1.221,1,4
45026,0,4.0,739.0,1,143.7,4,3,0.583,1,3
45027,1,3.0,798.0,0,83.7,3,10,2.167,1,1
45028,1,6.0,309.0,2,60.0,4,9,0.418,0,0
45029,0,5.0,817.0,1,121.4,1,9,2.816,1,1
45030,0,4.0,800.0,4,7.5,3,10,2.508,1,1
45031,0,4.0,664.0,2,132.0,3,10,1.595,1,2
45032,1,4.0,710.0,4,66.0,2,10,3.85,1,3
45033,0,6.0,715.0,0,86.8,2,3,3.399,1,3
45034,1,4.0,467.0,0,94.7,4,10,2.068,1,0
45035,1,3.0,776.0,1,120.3,2,12,2.64,1,1
45036,0,4.0,692.0,2,130.5,3,9,1.463,1,2
45037,1,5.0,617.0,2,141.0,2,9,1.98,0,4
45038,1,5.0,820.0,0,66.5,4,3,0.418,1,1
45039,1,1.0,539.0,2,127.5,1,10,5.181,0,0
45040,1,5.0,836.0,1,120.1,2,9,3.08,1,1
45041,1,3.0,645.0,2,133.5,3,9,1.298,1,4
45042,0,5.0,570.0,2,148.5,1,12,4.499,0,4
45043,0,2.0,681.0,3,74.8,1,9,2.167,1,2
45044,0,3.0,696.0,2,136.5,4,3,0.726,1,2
45045,0,3.0,622.0,0,87.2,2,9,2.046,1,4
45046,1,3.0,346.0,0,77.5,2,3,1.496,0,0
45047,1,4.0,688.0,0,95.2,3,10,3.454,1,0
45048,0,6.0,799.0,0,98.4,3,9,1.496,1,1
45049,0,5.0,811.0,1,111.7,2,3,1.386,1,1
45050,1,4.0,317.0,2,148.5,3,10,3.047,0,0
45051,1,5.0,765.0,3,165.1,1,9,2.948,0,1
45052,0,3.0,767.0,3,57.5,4,10,1.111,1,1
45053,0,3.0,669.0,2,126.0,4,3,0.198,1,2
45054,0,5.0,823.0,2,118.5,3,3,1.628,1,1
45055,0,2.0,313.0,0,79.0,3,3,0.99,1,0
45056,0,4.0,696.0,3,107.3,3,3,2.288,1,2
45057,1,3.0,571.0,2,133.5,4,9,0.55,0,4
45058,1,3.0,668.0,3,120.0,2,11,2.508,0,0
45059,1,4.0,807.0,0,111.5,3,3,1.166,1,1
45060,1,1.0,691.0,1,134.7,1,3,1.85185,0,2
45061,0,3.0,799.0,1,120.1,3,3,1.089,1,1
45062,0,6.0,757.0,2,136.5,2,3,2.178,1,1
45063,0,5.0,850.0,4,12.0,3,10,2.332,1,1
45064,0,2.0,620.0,3,44.2,1,9,2.827,1,0
45065,1,4.0,532.0,1,129.5,4,4,1.155,0,0
45066,1,3.0,402.0,2,129.0,4,3,0.473,1,0
45067,1,5.0,801.0,2,139.5,3,9,1.595,1,1
45068,0,4.0,700.0,1,95.1,2,9,1.98,1,3
45069,0,5.0,726.0,1,125.8,4,10,0.77,1,3
45070,1,2.0,670.0,5,92.0,2,10,2.992,0,2
45071,1,4.0,842.0,1,119.1,2,9,1.617,1,1
45072,1,5.0,808.0,3,108.6,3,12,2.904,1,1
45073,0,4.0,665.0,3,119.4,4,9,0.913,0,2
45074,1,4.0,777.0,2,145.5,3,9,1.122,1,1
45075,1,4.0,820.0,2,100.5,3,3,1.001,1,1
45076,0,5.0,591.0,2,132.0,3,3,1.661,0,4
45077,1,1.0,607.0,2,133.5,4,10,1.441,1,0
45078,0,3.0,807.0,1,113.8,3,3,1.199,1,1
45079,0,2.0,305.0,0,73.8,2,9,1.936,1,0
45080,1,3.0,688.0,1,118.8,3,4,3.421,1,2
45081,1,3.0,608.0,0,78.6,2,8,3.553,1,4
45082,0,4.0,670.0,0,66.8,1,9,2.398,1,2
45083,0,4.0,822.0,2,124.5,3,9,1.32,1,1
45084,0,4.0,818.0,3,80.9,1,12,4.2724,1,1
45085,0,3.0,492.0,0,90.2,4,10,1.881,1,0
45086,1,4.0,725.0,2,141.0,4,9,0.319,1,3
45087,0,4.0,437.0,0,105.5,4,10,1.232,0,0
45088,1,4.0,801.0,4,43.5,4,10,0.627,1,1
45089,0,2.0,323.0,0,103.9,2,3,1.386,1,0
45090,0,4.0,785.0,3,126.4,4,9,0.451,1,1
45091,1,3.0,700.0,1,104.5,4,10,0.979,1,3
45092,0,4.0,384.0,1,129.9,3,9,1.661,0,0
45093,0,3.0,673.0,0,85.3,2,3,1.518,1,2
45094,1,1.0,637.0,2,147.0,4,3,0.33,1,4
45095,1,6.0,366.0,1,172.3,3,9,1.287,0,0
45096,1,5.0,804.0,0,86.0,4,3,0.418,1,1
45097,1,3.0,727.0,2,148.5,3,9,1.474,1,3
45098,1,5.0,804.0,1,103.9,2,3,2.09,1,1
